Total_Spending,Meat,Catalog,Wines,Income,Store,Web,Fish,Fruits,Sweets,Gold,Children,Parental_Status,NumWebVisitsMonth,Discount_Purchases,cluster
85.0,8,0,32,18929.0,4,1,23.0,0,4,18.0,0,0,6,1,2
24.0,2,0,2,24367.0,2,1,0.0,4,11,5.0,1,1,9,1,2
112.0,21,1,6,33249.0,3,2,19.0,10,14,42.0,1,1,6,2,2
30.0,4,0,6,26887.0,3,1,3.0,7,4,6.0,1,1,6,1,2
410.0,92,2,135,50150.0,7,5,65.0,46,61,11.0,0,0,5,2,0
800.0,84,4,641,62061.0,7,10,0.0,7,30,38.0,1,1,6,3,1
1313.0,395,6,714,85696.0,9,4,116.0,76,0,12.0,0,0,1,1,0
1483.0,556,8,794,76542.0,10,4,0.0,73,29,14.0,0,0,2,1,0
1258.0,452,6,420,70515.0,4,6,120.5,0,64,126.5,0,0,2,1,0
28.0,7,1,1,18227.0,2,0,4.0,2,3,11.0,1,1,8,1,2
227.0,75,1,86,69139.0,5,4,33.0,12,15,6.0,1,1,4,1,1
1555.0,459,6,823,69109.0,7,6,120.5,25,29,95.0,0,0,4,1,0
861.0,215,2,231,69627.0,11,8,120.5,81,30,53.0,1,1,5,2,1
103.0,27,1,8,38136.0,2,3,0.0,15,20,33.0,1,1,8,2,2
634.0,259,2,182,62159.0,10,6,77.0,17,70,29.0,0,0,4,1,0
1918.0,556,8,557,80695.0,5,5,120.5,81,37,18.0,0,0,2,1,0
131.0,31,1,79,33316.0,4,2,4.0,1,4,12.0,2,1,6,3,2
586.0,68,2,368,58554.0,6,8,38.0,24,0,88.0,2,1,7,6,1
62.0,14,1,6,17256.0,2,2,8.0,4,8,22.0,1,1,8,2,2
447.0,196,1,160,53034.0,7,6,15.0,15,11,50.0,2,1,8,8,1
939.0,238,7,488,52203.0,11,8,56.0,21,81,28.0,0,0,6,1,0
797.0,69,2,691,59601.0,7,2,0.0,7,7,23.0,1,1,8,4,1
1143.0,205,3,543,75154.0,6,6,120.5,10,81,82.0,1,1,3,1,1
415.0,108,3,254,47025.0,5,6,20.0,7,0,26.0,1,1,6,3,1
30.0,10,0,5,37971.0,3,1,2.0,4,2,7.0,1,1,8,1,2
187.0,21,1,112,41335.0,4,4,16.0,19,14,5.0,1,1,7,3,2
251.0,59,2,134,67267.0,5,3,15.0,11,2,30.0,1,1,2,1,1
237.0,52,1,143,57338.0,5,4,11.0,6,8,17.0,1,1,5,2,2
91.0,24,0,51,50523.0,4,2,4.0,4,7,1.0,2,1,6,2,2
35.0,5,0,27,35791.0,3,1,0.0,0,0,3.0,3,1,8,2,2
493.0,24,5,459,50611.0,7,4,6.0,0,0,4.0,1,1,6,6,1
971.0,167,4,689,56242.0,11,8,11.0,8,8,88.0,1,1,6,5,1
371.0,38,2,283,48904.0,4,7,0.0,10,13,27.0,1,1,8,4,1
396.0,35,2,347,56243.0,8,4,4.0,0,3,7.0,3,1,5,6,1
68.0,14,1,5,21355.0,2,2,0.0,13,5,31.0,1,1,6,2,2
322.0,18,1,280,57420.0,6,5,0.0,0,0,24.0,1,1,7,3,2
317.0,65,2,187,51381.5,6,4,26.0,5,20,14.0,1,1,5,2,1
222.0,64,2,95,46390.0,3,4,2.0,14,9,38.0,1,1,7,1,2
177.0,34,1,84,54342.0,4,3,11.0,10,10,28.0,2,1,6,4,1
45.0,12,0,19,51381.5,3,1,2.0,4,2,6.0,2,1,5,1,2
21.0,9,0,5,51381.5,2,1,2.0,1,0,4.0,2,1,7,1,2
45.0,17,0,18,20895.0,3,2,3.0,3,0,4.0,1,1,9,1,2
1899.0,556,10,992,92344.0,5,5,51.0,24,19,119.0,0,0,1,0,0
42.0,13,0,25,51381.5,3,1,0.0,1,0,3.0,1,1,7,1,2
22.0,7,0,9,26907.0,3,1,0.0,1,3,2.0,2,1,7,2,2
41.0,17,0,19,44964.0,3,1,2.0,1,0,2.0,2,1,8,1,2
1440.0,374,6,709,75507.0,6,8,104.0,81,80,80.0,0,0,3,1,0
325.0,76,4,158,53761.0,3,4,13.0,0,7,71.0,2,1,5,6,1
95.0,29,1,10,22682.0,4,2,4.0,14,2,36.0,1,1,4,3,2
42.0,13,0,25,38887.0,3,1,0.0,1,0,3.0,1,1,7,1,2
72.0,12,1,8,41658.0,2,1,15.0,4,4,29.0,2,1,4,2,2
20.0,6,0,14,29791.0,3,2,0.0,0,0,0.0,1,1,5,2,2
789.0,115,3,622,63915.0,12,6,30.0,7,0,15.0,2,1,5,2,1
15.0,3,0,11,39996.0,2,1,0.0,0,0,1.0,2,1,6,1,2
59.0,16,1,25,26759.0,3,2,8.0,3,5,2.0,1,1,6,2,2
908.0,100,3,635,63841.0,9,9,20.0,15,7,126.5,1,1,6,1,1
417.0,79,2,100,51039.0,4,6,65.0,64,0,109.0,2,1,7,2,1
289.0,43,1,201,60544.0,5,5,3.0,2,5,35.0,2,1,6,4,1
769.0,49,2,642,65685.0,9,9,0.0,14,7,57.0,1,1,5,1,1
188.0,41,1,97,37716.0,3,4,6.0,1,2,41.0,1,1,7,2,2
354.0,39,2,204,36864.0,4,5,17.0,5,0,89.0,1,1,8,3,1
727.0,133,4,513,44511.0,8,8,46.0,7,14,14.0,1,1,8,6,1
146.0,21,0,88,36947.0,4,3,4.0,3,1,29.0,2,1,9,4,2
319.0,112,1,172,47352.0,5,6,8.0,12,0,15.0,1,1,7,4,1
794.0,222,5,329,67087.0,8,7,120.5,35,35,43.0,1,1,4,2,1
454.0,104,2,296,57045.0,9,4,11.0,13,13,17.0,1,1,3,3,1
152.0,16,2,100,36957.0,2,3,2.0,2,1,31.0,2,1,9,4,2
797.0,238,2,422,69389.0,12,7,69.0,7,46,15.0,1,1,4,1,1
1690.0,272,3,1218,80134.0,6,5,104.0,16,0,80.0,1,1,6,2,1
20.0,7,0,5,43142.0,2,1,2.0,1,1,4.0,2,1,7,1,2
1428.0,520,10,507,80589.0,5,5,120.5,81,40,26.0,0,0,1,1,0
209.0,50,0,52,34412.0,3,5,4.0,12,36,55.0,1,1,9,3,2
545.0,139,3,191,57537.0,8,4,51.0,56,8,100.0,1,1,4,4,1
96.0,11,1,2,22634.0,2,2,8.0,23,6,46.0,0,0,8,1,2
222.0,39,2,68,51315.0,5,2,16.0,28,30,41.0,0,0,2,1,0
61.0,10,0,20,36026.0,3,2,6.0,4,4,17.0,3,1,6,2,2
44.0,16,0,20,24639.0,4,2,0.0,3,4,1.0,2,1,6,3,2
8.0,1,0,7,34578.0,2,1,0.0,0,0,0.0,3,1,6,1,2
817.0,74,10,279,65704.0,10,2,38.0,81,8,126.5,0,0,1,1,0
1371.0,253,3,977,63810.0,12,4,16.0,12,12,101.0,1,1,8,4,1
42.0,8,0,30,54132.0,3,1,0.0,1,0,3.0,1,1,7,1,2
60.0,7,1,6,18690.0,2,1,23.0,1,4,19.0,0,0,8,1,2
78.0,26,0,3,28164.0,4,2,11.0,18,8,12.0,1,1,7,3,2
23.0,2,0,14,34596.0,2,1,0.0,0,0,7.0,1,1,8,1,2
19.0,7,0,10,43269.0,2,1,0.0,1,0,1.0,1,1,8,1,2
61.0,17,0,7,38741.0,3,2,8.0,10,6,13.0,2,1,7,2,2
449.0,64,1,33,31907.0,6,6,120.5,81,16,74.0,0,0,7,1,0
37.0,13,0,12,27100.0,3,1,2.0,0,0,10.0,1,1,7,1,2
38.0,10,0,2,31163.0,3,1,11.0,3,2,10.0,1,1,6,1,2
1131.0,118,5,693,92533.0,11,6,110.0,21,81,42.0,0,0,2,1,0
34.0,15,0,9,34853.0,3,2,2.0,3,3,2.0,2,1,6,2,2
294.0,67,1,129,70844.0,5,6,3.0,26,67,2.0,2,1,7,5,1
48.0,11,1,16,31086.0,2,1,3.0,2,0,16.0,2,1,8,2,2
289.0,43,1,201,60544.0,5,5,3.0,2,5,35.0,2,1,6,4,1
30.0,5,1,5,20491.0,2,0,4.0,4,2,10.0,0,0,7,1,2
125.0,11,1,14,42523.0,4,1,3.0,36,26,35.0,0,0,2,1,2
156.0,59,0,29,39922.0,4,3,19.0,12,1,36.0,1,1,8,2,2
70.0,19,1,26,33402.0,3,2,10.0,2,5,8.0,2,1,8,3,2
22.0,4,0,9,36408.0,2,1,3.0,1,2,3.0,2,1,6,1,2
65.0,23,0,14,21645.0,3,3,4.0,0,5,19.0,1,1,9,3,2
1930.0,556,7,972,78427.0,10,3,120.5,19,26,126.5,0,0,3,3,0
2283.0,556,5,966,82657.0,10,7,120.5,81,81,126.0,0,0,4,1,0
310.0,102,2,99,51876.0,8,2,28.0,27,48,6.0,0,0,1,1,0
1319.0,553,4,482,78041.0,9,4,72.0,35,81,17.0,0,0,2,1,0
879.0,99,7,714,52852.0,5,10,11.0,8,0,47.0,1,1,8,4,1
1244.0,348,4,587,70038.0,8,4,71.0,54,54,126.5,0,0,2,1,0
690.0,159,4,399,69401.0,5,4,58.0,27,8,39.0,1,1,2,4,1
209.0,92,2,56,46053.0,4,3,19.0,10,7,25.0,1,1,5,3,1
1134.0,556,4,227,77343.0,9,3,98.0,81,54,31.0,0,0,1,1,0
1507.0,556,11,703,73892.0,8,3,0.0,81,58,43.0,0,0,1,1,0
57.0,17,0,37,40304.0,3,2,0.0,0,0,3.0,1,1,7,1,2
529.0,180,3,167,32727.0,5,7,86.0,13,13,70.0,0,0,8,2,1
1091.0,356,4,458,68695.0,7,4,106.0,81,50,40.0,0,0,2,1,0
180.0,52,0,91,43300.0,4,4,2.0,3,1,31.0,1,1,8,3,2
77.0,16,0,15,26290.0,4,2,11.0,8,5,22.0,2,1,6,4,2
2349.0,556,7,1225,93790.0,12,6,89.0,68,81,45.0,0,0,2,0,0
534.0,123,2,153,38410.0,9,5,116.0,64,64,14.0,0,0,6,2,0
556.0,21,3,508,64866.0,7,7,7.0,5,5,10.0,1,1,5,4,1
637.0,177,6,290,57957.0,8,4,77.0,59,5,29.0,1,1,3,7,1
46.0,2,0,38,46015.0,3,1,0.0,0,0,6.0,2,1,7,1,2
44.0,6,0,2,16531.0,3,3,7.0,13,5,11.0,1,1,7,3,2
47.0,10,0,30,28072.0,3,1,2.0,0,0,5.0,1,1,7,1,2
795.0,95,11,386,49476.0,5,2,54.0,23,41,126.5,1,1,2,4,1
586.0,75,1,443,50725.0,8,8,0.0,10,10,48.0,1,1,8,4,1
1574.0,345,4,901,83844.0,11,4,75.0,31,31,126.5,0,0,1,1,0
13.0,3,0,9,41145.0,3,0,0.0,0,0,1.0,2,1,3,1,2
1471.0,352,4,846,67419.0,8,9,91.0,81,56,42.0,1,1,5,4,1
65.0,9,1,8,23162.0,3,1,19.0,3,4,22.0,2,1,6,3,2
175.0,58,1,72,34380.0,3,4,13.0,7,1,24.0,1,1,8,4,2
40.0,5,0,29,34704.0,3,1,0.0,0,1,5.0,1,1,5,1,2
1078.0,553,5,169,94871.0,4,8,120.5,24,0,126.5,2,1,7,1,1
1115.0,422,6,460,65148.0,7,6,33.0,35,12,126.5,1,1,4,2,1
134.0,26,0,69,39898.0,4,3,12.0,8,7,12.0,1,1,7,2,2
1540.0,556,5,556,64857.0,10,7,120.5,14,0,43.0,0,0,4,1,0
87.0,13,1,73,59892.0,3,2,0.0,0,1,0.0,1,1,3,1,2
217.0,54,2,112,41020.0,4,3,7.0,1,7,36.0,0,0,3,1,2
1034.0,60,5,944,57072.0,13,7,0.0,0,0,30.0,1,1,5,2,1
1180.0,303,2,265,60474.0,12,10,120.5,81,9,126.5,1,1,7,7,1
819.0,135,3,526,62807.0,12,5,10.0,28,21,99.0,1,1,5,3,1
32.0,12,0,2,19414.0,3,1,3.0,3,5,7.0,1,1,8,1,2
46.0,9,0,2,19107.0,3,1,10.0,4,5,16.0,1,1,7,2,2
1159.0,259,3,378,75484.0,6,7,120.5,81,81,34.0,1,1,4,2,0
860.0,142,3,553,70379.0,13,6,65.0,25,67,8.0,1,1,4,3,1
1631.0,556,6,751,79419.0,4,4,20.0,81,15,31.0,0,0,2,1,0
444.0,30,2,406,64014.0,5,8,0.0,0,0,8.0,3,1,7,7,1
1910.0,161,8,1225,76998.0,8,11,69.0,81,35,107.0,1,1,6,2,0
380.0,171,2,123,49854.0,5,6,39.0,17,0,30.0,1,1,6,5,1
736.0,309,4,267,60585.0,9,7,55.0,42,42,21.0,2,1,5,10,1
269.0,40,1,209,42873.0,4,6,3.0,0,2,15.0,2,1,8,4,1
2510.625,556,11,1225,87679.0,10,7,97.0,81,81,33.0,0,0,4,1,0
612.0,178,2,344,57867.0,9,7,15.0,35,23,17.0,1,1,6,7,1
75.0,30,0,22,35765.0,4,2,0.0,3,5,15.0,1,1,6,2,2
1045.0,295,7,247,65492.0,13,4,120.5,81,81,47.0,0,0,2,2,0
55.0,12,0,38,32952.0,3,2,3.0,0,1,1.0,1,1,7,1,2
1064.0,101,2,896,53374.0,9,4,13.0,10,10,34.0,1,1,9,6,1
1443.0,253,5,931,71706.0,7,9,91.0,56,81,14.0,1,1,5,4,1
1366.0,385,7,758,68487.0,13,9,33.0,12,81,89.0,0,0,4,1,0
436.0,57,3,216,53253.0,5,4,20.0,9,9,125.0,2,1,5,7,1
38.0,10,0,2,31163.0,3,1,11.0,3,2,10.0,1,1,6,1,2
436.0,108,1,244,42014.0,6,7,4.0,15,15,50.0,1,1,8,6,1
747.0,91,2,539,54108.0,9,8,8.0,6,6,97.0,2,1,8,13,1
1396.0,120,10,1181,49667.0,5,5,17.0,26,13,39.0,0,0,8,2,0
928.0,125,3,750,63206.0,6,4,11.0,8,8,26.0,0,0,2,1,0
642.0,109,2,306,57136.0,10,5,21.0,5,81,92.0,2,1,6,9,1
1048.0,189,8,350,46772.0,5,11,120.5,81,81,57.0,1,1,8,6,1
943.0,170,8,331,78931.0,13,2,58.0,81,81,35.0,0,0,1,1,0
907.0,165,5,620,53977.0,12,5,0.0,16,24,82.0,1,1,5,5,1
1198.0,400,4,434,84219.0,10,3,45.0,81,81,45.0,0,0,1,1,0
120.0,27,2,57,46098.0,2,3,0.0,0,0,36.0,2,1,8,4,2
1658.0,428,4,811,73538.0,9,10,99.0,76,81,107.0,1,1,7,3,1
1638.0,556,8,423,79529.0,9,4,73.0,42,81,126.5,0,0,2,1,0
73.0,10,1,2,20981.0,2,3,6.0,12,13,30.0,0,0,8,1,2
275.0,87,2,60,51766.0,4,4,6.0,51,20,51.0,1,1,5,2,1
854.0,85,3,675,55759.0,8,10,10.0,0,7,77.0,1,1,8,5,1
78.0,12,0,30,33039.0,4,2,8.0,8,8,12.0,1,1,5,1,2
106.0,40,0,40,37787.0,3,3,4.0,1,3,18.0,1,1,8,1,2
106.0,26,0,3,27242.0,3,2,20.0,17,1,39.0,1,1,9,2,2
1923.0,556,2,910,87188.0,6,10,49.0,81,74,55.0,0,0,3,1,0
1662.0,556,5,252,69930.0,12,4,120.5,81,70,126.5,0,0,3,1,0
84.0,21,1,34,37697.0,3,2,11.0,6,4,8.0,1,1,6,1,2
48.0,19,0,19,37401.0,3,2,3.0,3,1,3.0,1,1,7,2,2
5.0,1,0,2,3502.0,0,0,0.0,1,0,1.0,1,1,14,0,2
733.0,184,4,490,58597.0,9,7,10.0,0,28,21.0,2,1,7,12,1
1234.0,377,6,332,82032.0,7,4,120.5,81,81,57.0,0,0,1,0,0
112.0,17,2,53,28087.0,2,2,13.0,8,0,21.0,2,1,7,3,2
1658.0,556,6,784,74004.0,4,4,42.0,48,81,48.0,0,0,3,1,0
55.0,3,1,7,19740.0,3,1,10.0,11,4,20.0,1,1,5,2,2
1513.0,219,3,1171,57036.0,13,6,19.0,43,14,47.0,1,1,9,4,1
271.0,33,1,215,53083.0,5,5,3.0,7,0,13.0,2,1,7,6,1
904.0,134,3,674,69283.0,13,7,0.0,62,26,8.0,1,1,5,4,1
120.0,27,2,57,46098.0,2,3,0.0,0,0,36.0,2,1,8,4,2
103.0,7,0,5,23331.0,3,3,0.0,36,10,45.0,1,1,8,2,2
269.0,101,1,104,23331.0,5,5,24.0,20,15,5.0,1,1,9,6,1
22.0,7,1,9,9255.0,2,1,2.0,0,0,4.0,1,1,8,1,2
1156.0,441,6,431,67786.0,6,3,80.0,81,20,102.0,0,0,1,1,0
1086.0,76,4,1000,71969.0,9,3,0.0,0,0,10.0,1,1,8,3,1
1128.0,469,2,448,59235.0,12,11,80.0,40,0,91.0,1,1,7,3,1
72.0,24,0,33,31928.0,4,3,4.0,4,2,5.0,1,1,7,2,2
964.0,270,2,505,74881.0,12,9,36.0,72,27,54.0,2,1,5,4,1
1383.0,556,4,267,65819.0,10,5,120.5,38,81,63.0,0,0,3,1,0
18.0,3,0,14,51411.0,3,0,0.0,0,0,1.0,3,1,5,1,2
793.0,115,2,631,51983.0,10,9,10.0,0,7,30.0,1,1,7,3,1
100.0,16,0,65,42386.0,3,3,0.0,4,4,11.0,1,1,8,1,2
80.0,12,0,10,30390.0,3,2,25.0,12,1,20.0,0,0,6,1,2
167.0,50,0,51,30983.0,3,4,12.0,4,1,49.0,0,0,8,1,2
677.0,179,3,293,66033.0,7,8,46.0,35,59,65.0,1,1,7,2,1
23.0,2,0,11,37284.0,3,0,2.0,1,1,6.0,2,1,6,1,2
92.0,27,1,50,57530.0,4,1,6.0,1,7,1.0,1,1,1,1,2
641.0,255,4,173,76800.0,7,4,35.0,26,71,81.0,0,0,1,1,0
1106.0,368,4,423,63943.0,6,6,13.0,81,81,21.0,1,1,5,1,1
1033.0,415,5,292,76081.0,4,4,63.0,30,33,126.5,0,0,2,1,0
1174.0,217,6,757,67445.0,12,9,29.0,80,80,11.0,1,1,6,5,1
25.0,6,0,12,37054.0,3,1,0.0,1,1,5.0,2,1,7,2,2
240.0,44,2,167,47175.0,4,4,6.0,2,2,19.0,2,1,8,7,1
20.0,3,0,3,31859.0,2,1,8.0,1,0,5.0,1,1,7,1,2
102.0,22,1,30,27215.0,4,2,8.0,5,9,28.0,3,1,6,4,2
1034.0,168,3,532,70179.0,13,7,69.0,81,44,126.5,1,1,5,3,1
156.0,59,0,29,39922.0,4,3,19.0,12,1,36.0,1,1,8,2,2
458.0,26,1,411,49681.0,7,7,0.0,0,0,21.0,2,1,7,6,1
17.0,4,0,5,24645.0,2,1,4.0,3,1,0.0,1,1,8,1,2
792.0,278,10,71,79865.0,5,5,120.5,81,81,38.0,1,1,1,1,0
92.0,40,0,46,44322.0,3,3,3.0,0,0,3.0,1,1,8,2,2
407.0,88,3,268,47958.0,5,6,15.0,11,3,22.0,1,1,5,2,1
1269.0,254,4,928,63972.0,10,5,0.0,63,12,12.0,1,1,4,4,1
841.0,171,4,459,75315.0,12,5,120.5,15,23,31.0,1,1,2,2,0
633.0,108,1,483,55517.0,6,11,0.0,0,6,36.0,2,1,9,5,1
1019.0,180,3,733,75283.0,5,6,12.0,9,19,66.0,3,1,4,11,1
1315.0,115,6,1006,82800.0,12,7,59.0,22,68,45.0,0,0,3,1,0
54.0,14,0,34,38998.0,3,2,0.0,1,0,5.0,2,1,8,3,2
2510.625,556,4,1156,90638.0,10,3,94.0,81,81,96.0,0,0,1,1,0
52.0,23,0,7,27161.0,3,1,7.0,4,0,11.0,1,1,7,1,2
436.0,108,1,244,42014.0,6,7,4.0,15,15,50.0,1,1,8,6,1
268.0,23,1,233,38201.0,5,5,0.0,0,0,12.0,1,1,8,4,2
147.0,67,1,35,45203.0,3,3,10.0,3,8,24.0,2,1,6,1,2
1798.0,465,5,1225,81574.0,8,4,46.0,0,35,0.0,0,0,1,1,0
137.0,66,1,34,34935.0,4,2,3.0,4,10,20.0,0,0,7,1,2
507.0,134,2,255,60482.0,7,7,37.0,43,14,24.0,1,1,7,1,1
15.0,5,0,8,34633.0,2,1,0.0,1,0,1.0,3,1,6,1,2
1105.0,556,7,368,78093.0,5,4,13.0,32,43,10.0,0,0,1,1,0
974.0,556,3,255,82460.0,6,5,52.0,47,32,15.0,0,0,1,1,0
66.0,10,1,33,45903.0,3,2,2.0,8,10,3.0,1,1,4,2,2
778.0,424,10,163,81361.0,13,3,27.0,23,65,76.0,0,0,1,1,0
49.0,8,1,15,35860.0,2,1,4.0,0,2,20.0,2,1,5,2,2
169.0,52,1,45,40442.0,4,3,25.0,12,22,13.0,2,1,7,4,1
299.0,68,2,48,61482.0,6,3,16.0,58,66,43.0,0,0,2,1,0
221.0,45,2,158,34968.0,5,3,8.0,6,2,2.0,1,1,7,7,2
1682.0,556,5,754,75794.0,12,7,63.0,81,32,48.0,0,0,3,1,0
155.0,28,1,108,31497.0,4,3,13.0,1,1,4.0,1,1,8,2,2
892.0,315,3,199,74268.0,5,4,97.0,66,81,41.0,0,0,2,1,0
58.0,5,0,2,13724.0,2,2,2.0,7,15,27.0,1,1,9,1,2
311.0,74,1,202,45143.0,5,6,11.0,5,5,14.0,1,1,7,3,1
95.0,3,0,85,52569.0,4,2,0.0,0,0,7.0,1,1,3,1,2
424.0,50,1,322,48432.0,6,7,4.0,3,3,42.0,1,1,8,5,1
47.0,19,0,18,17144.0,4,3,0.0,2,2,6.0,2,1,7,5,2
339.0,129,1,141,36108.0,4,7,3.0,8,11,47.0,1,1,9,3,1
1410.0,309,5,739,76445.0,13,2,120.5,81,80,35.0,1,1,6,1,0
35.0,6,1,18,36663.0,3,1,3.0,0,3,5.0,1,1,2,1,2
562.0,88,5,378,53843.0,3,8,19.0,0,4,73.0,1,1,7,4,1
2352.0,556,7,1083,90226.0,12,4,120.5,81,81,108.0,0,0,2,1,0
1334.0,215,5,1016,70638.0,10,4,16.0,12,12,63.0,0,0,3,1,0
32.0,6,0,23,44512.0,3,1,0.0,1,0,2.0,2,1,4,2,2
41.0,21,0,12,27116.0,3,2,2.0,1,2,3.0,2,1,7,2,2
39.0,4,0,35,54072.0,2,2,0.0,0,0,0.0,2,1,8,1,2
1141.0,422,5,548,71855.0,11,5,0.0,31,81,28.0,1,1,3,4,1
710.0,230,5,342,51250.0,4,10,34.0,32,32,40.0,1,1,9,5,1
401.0,15,2,365,60432.0,5,7,4.0,3,3,11.0,1,1,6,5,1
506.0,69,4,397,65526.0,8,4,12.0,19,0,9.0,1,1,2,1,1
1538.0,556,5,456,68655.0,11,4,75.0,19,81,38.0,0,0,3,1,0
57.0,15,0,5,12393.0,3,2,11.0,6,7,13.0,0,0,9,1,2
1722.0,556,3,836,64509.0,9,6,24.0,81,25,77.0,0,0,4,1,0
270.0,128,1,100,33955.0,5,5,23.0,2,7,10.0,1,1,8,4,1
31.0,10,1,10,31353.0,2,1,3.0,0,1,7.0,2,1,8,2,2
882.0,215,3,238,55434.0,13,5,120.5,81,69,76.0,1,1,4,3,0
16.0,5,0,6,28359.0,2,1,2.0,0,1,2.0,1,1,7,1,2
311.0,99,2,158,57100.0,7,3,15.0,11,11,17.0,1,1,3,2,1
227.0,75,1,86,69139.0,5,4,33.0,12,15,6.0,1,1,4,1,1
1152.0,76,6,856,52973.0,9,9,12.0,0,9,126.5,1,1,8,7,1
122.0,17,0,98,51717.0,4,3,0.0,1,1,5.0,1,1,7,1,2
77.0,20,0,4,18793.0,4,2,0.0,16,17,20.0,1,1,8,3,2
1289.0,447,7,398,66664.0,6,5,120.5,81,81,32.0,0,0,3,1,0
561.0,104,1,313,50664.0,6,8,6.0,8,4,126.0,2,1,9,9,1
211.0,16,1,109,54414.0,5,3,24.0,18,26,18.0,2,1,4,4,1
233.0,6,1,216,54549.0,4,5,0.0,2,0,9.0,1,1,7,2,2
1092.0,153,2,595,47111.0,10,3,120.0,71,81,41.0,1,1,9,6,1
601.0,142,2,123,41003.0,8,6,71.0,81,44,88.0,0,0,6,1,0
54.0,23,1,16,19444.0,2,4,3.0,0,2,10.0,1,1,7,3,2
78.0,35,0,11,36301.0,3,3,3.0,12,5,12.0,1,1,7,1,2
1095.0,420,3,410,73059.0,13,9,0.0,81,81,71.0,1,1,4,1,1
244.0,51,1,159,42731.0,5,4,6.0,2,2,24.0,1,1,5,3,1
116.0,10,1,105,52854.0,4,2,0.0,0,1,0.0,2,1,5,2,2
15.0,8,0,5,22775.0,2,1,0.0,1,0,1.0,1,1,8,1,2
425.0,69,6,269,46681.0,4,4,15.0,15,19,38.0,2,1,5,2,1
734.0,70,2,629,59821.0,7,11,0.0,0,0,35.0,1,1,8,6,1
638.0,71,2,443,50002.0,7,8,21.0,5,16,82.0,1,1,7,2,1
894.0,373,6,217,69755.0,12,3,111.0,77,23,93.0,0,0,1,1,0
41.0,10,0,24,44078.0,3,2,2.0,1,0,4.0,2,1,5,2,2
31.0,5,0,9,30560.0,3,1,4.0,1,5,7.0,1,1,7,1,2
34.0,14,0,8,35924.0,3,1,2.0,0,3,7.0,2,1,5,1,2
1750.0,61,5,1225,64140.0,6,2,0.0,0,15,126.5,2,1,5,5,1
612.0,214,1,230,56386.0,7,9,13.0,48,32,75.0,2,1,9,8,1
29.0,6,0,1,24594.0,3,1,10.0,3,0,9.0,1,1,5,1,2
823.0,134,5,340,75774.0,8,7,120.5,21,14,56.0,1,1,4,1,0
20.0,6,0,7,39228.0,3,0,0.0,1,3,3.0,0,0,4,1,2
396.0,68,2,298,58494.0,6,6,4.0,7,0,19.0,1,1,6,2,1
813.0,179,3,479,58684.0,12,5,28.0,35,7,85.0,0,0,2,1,0
1179.0,556,5,267,57136.0,7,7,34.0,81,12,126.5,0,0,6,1,0
138.0,32,1,67,56551.0,4,2,17.0,4,2,16.0,2,1,4,3,2
55.0,8,1,3,22448.0,3,2,23.0,1,2,18.0,1,1,3,3,2
1511.0,265,6,980,82014.0,12,3,35.0,37,81,31.0,0,0,6,1,0
117.0,28,1,50,34213.0,2,3,6.0,4,3,26.0,2,1,9,3,2
1730.0,556,28,1,117416.25,0,0,2.0,0,1,1.0,0,0,1,0,0
32.0,5,0,19,25358.0,3,1,0.0,0,0,8.0,1,1,6,2,2
67.0,23,0,30,35544.0,3,2,4.0,5,1,4.0,1,1,7,1,2
335.0,76,2,213,36634.0,5,5,4.0,9,3,30.0,1,1,7,3,1
825.0,92,3,539,62670.0,13,5,80.0,30,46,38.0,1,1,3,1,1
694.0,160,4,284,50334.0,6,7,84.0,16,16,126.5,1,1,6,6,1
1792.0,536,6,1003,72066.0,6,4,120.5,34,51,34.0,0,0,2,1,0
496.0,143,2,239,50729.0,7,6,45.0,13,4,52.0,2,1,6,9,1
231.0,82,1,51,34916.0,3,5,33.0,23,0,42.0,2,1,9,4,1
902.0,230,4,527,64892.0,12,6,32.0,24,24,65.0,1,1,4,2,0
68.0,12,1,19,43602.0,2,3,10.0,5,3,19.0,2,1,6,3,2
71.0,15,1,40,33996.0,3,1,8.0,2,0,6.0,0,0,4,1,2
76.0,20,0,21,41473.0,3,2,15.0,8,3,9.0,1,1,7,1,2
772.0,91,3,593,63246.0,12,6,29.0,30,22,7.0,2,1,4,1,1
47.0,3,1,21,36732.0,4,1,10.0,5,1,7.0,2,1,2,3,2
1586.0,199,3,1181,69084.0,13,7,39.0,81,30,30.0,1,1,8,2,1
1529.0,265,10,1004,77766.0,11,11,115.0,59,59,27.0,1,1,6,2,0
265.0,46,2,202,37929.0,5,4,3.0,2,2,10.0,0,0,7,2,2
1603.0,556,6,446,86610.0,6,5,33.0,81,81,53.0,0,0,2,1,0
2091.0,556,4,1184,80141.0,10,7,52.0,81,40,40.0,0,0,6,1,0
981.0,323,8,390,72635.0,6,6,104.0,22,35,107.0,0,0,3,1,0
1533.0,363,9,726,69016.0,13,8,120.5,53,81,126.5,1,1,5,4,0
82.0,22,1,8,20193.0,4,1,24.0,8,11,9.0,0,0,4,1,2
244.0,110,1,50,27573.0,4,5,39.0,15,15,15.0,1,1,8,4,1
36.0,4,0,1,15862.0,3,1,11.0,1,9,10.0,1,1,8,1,2
404.0,73,1,308,49544.0,8,5,0.0,0,0,23.0,1,1,7,2,1
71.0,31,0,22,33228.0,3,2,7.0,2,4,5.0,1,1,7,1,2
